player_id,player_name,team,position,age,is_starter,matches_played,minutes_played,goals,assists,yellow_cards,red_cards,recent_form,injury_risk,days_since_match,estimated_energy,confidence,data_source
Netherlands_7,Player_7,Netherlands,RM,26,True,24,2150,1,0,0,0,0.4,0.396,3,85.4,0.75,synthesized_from_distributions
Netherlands_8,Player_8,Netherlands,AM,19,True,34,2159,0,0,3,0,-0.55,0.431,7,77.5,0.75,synthesized_from_distributions
Netherlands_9,Player_9,Netherlands,ST,28,True,24,1785,2,1,0,0,-0.84,0.237,2,83.3,0.75,synthesized_from_distributions
Netherlands_10,Player_10,Netherlands,LW,26,True,17,1213,0,0,2,0,0.34,0.451,10,79.8,0.75,synthesized_from_distributions
Netherlands_11,Player_11,Netherlands,RW,22,False,7,453,0,0,2,0,-0.77,0.141,1,78.2,0.65,synthesized_from_distributions
Netherlands_12,Player_12,Netherlands,FW,21,False,5,373,1,0,1,0,-0.5,0.209,6,80.1,0.65,synthesized_from_distributions
Netherlands_13,Player_13,Netherlands,ST,26,False,9,566,0,0,3,0,0.04,0.521,9,75.1,0.65,synthesized_from_distributions
Netherlands_14,Player_14,Netherlands,LW,34,False,7,522,2,0,1,0,0.64,0.313,2,82.7,0.65,synthesized_from_distributions
Netherlands_15,Player_15,Netherlands,RW,28,False,10,764,0,0,0,0,-0.12,0.357,8,82.4,0.65,synthesized_from_distributions
Netherlands_16,Player_16,Netherlands,FW,30,False,16,996,0,0,2,0,1.65,0.204,5,86.0,0.65,synthesized_from_distributions
Netherlands_17,Player_17,Netherlands,ST,28,False,12,981,0,0,1,0,-0.12,0.267,1,81.5,0.65,synthesized_from_distributions
Netherlands_18,Player_18,Netherlands,LW,23,False,17,1412,3,0,0,0,-1.67,0.448,2,77.8,0.65,synthesized_from_distributions
Netherlands_19,Player_19,Netherlands,RW,22,False,14,1086,0,0,0,0,0.4,0.364,12,84.4,0.65,synthesized_from_distributions
Netherlands_20,Player_20,Netherlands,FW,21,False,14,1221,0,0,1,0,0.61,0.283,5,83.8,0.65,synthesized_from_distributions
Netherlands_21,Player_21,Netherlands,ST,27,False,13,935,0,0,1,0,0.12,0.045,3,84.6,0.65,synthesized_from_distributions
Netherlands_22,Player_22,Netherlands,LW,28,False,19,1582,0,1,1,0,-1.34,0.378,13,77.7,0.65,synthesized_from_distributions
Portugal_0,Player_0,Portugal,GK,26,True,37,2708,0,0,2,0,-1.19,0.547,1,76.8,0.75,synthesized_from_distributions
Portugal_1,Player_1,Portugal,CB,27,True,31,1963,0,0,1,1,-0.56,0.641,11,75.0,0.75,synthesized_from_distributions
Portugal_2,Player_2,Portugal,LB,33,True,19,1278,0,0,0,0,-0.15,0.226,3,84.8,0.75,synthesized_from_distributions
Portugal_3,Player_3,Portugal,RB,21,True,32,2296,1,0,2,0,-0.17,0.148,4,83.2,0.75,synthesized_from_distributions
Portugal_4,Player_4,Portugal,CB,33,True,36,2495,2,0,0,0,-0.42,0.441,4,84.1,0.75,synthesized_from_distributions
Portugal_5,Player_5,Portugal,CM,24,True,36,2329,1,0,4,0,0.35,0.275,11,80.0,0.75,synthesized_from_distributions
Portugal_6,Player_6,Portugal,LM,21,True,15,1139,0,0,1,0,0.2,0.359,1,82.0,0.75,synthesized_from_distributions
Portugal_7,Player_7,Portugal,RM,19,True,34,2972,0,1,1,0,1.1,0.173,0,89.0,0.75,synthesized_from_distributions
Portugal_8,Player_8,Portugal,AM,21,True,17,1347,0,0,2,0,-0.0,0.446,9,78.8,0.75,synthesized_from_distributions
Portugal_9,Player_9,Portugal,ST,30,True,17,1137,0,1,1,0,0.34,0.088,13,85.4,0.75,synthesized_from_distributions
Portugal_10,Player_10,Portugal,LW,22,True,18,1198,1,0,0,0,-0.89,0.232,8,82.4,0.75,synthesized_from_distributions
Portugal_11,Player_11,Portugal,RW,25,False,11,927,1,0,0,0,-1.14,0.298,2,80.0,0.65,synthesized_from_distributions
Portugal_12,Player_12,Portugal,FW,26,False,8,634,0,0,0,0,-0.04,0.196,8,84.0,0.65,synthesized_from_distributions
Portugal_13,Player_13,Portugal,ST,21,False,11,834,1,0,2,0,-1.21,0.207,12,76.7,0.65,synthesized_from_distributions
Portugal_14,Player_14,Portugal,LW,34,False,5,423,3,0,0,0,0.16,0.616,12,80.0,0.65,synthesized_from_distributions
Portugal_15,Player_15,Portugal,RW,34,False,5,401,1,0,1,0,-0.22,0.304,4,80.0,0.65,synthesized_from_distributions
Portugal_16,Player_16,Portugal,FW,35,False,5,427,2,0,3,0,1.19,0.336,9,79.9,0.65,synthesized_from_distributions
Portugal_17,Player_17,Portugal,ST,34,False,10,779,2,0,1,0,0.46,0.059,1,85.1,0.65,synthesized_from_distributions
Portugal_18,Player_18,Portugal,LW,27,False,13,896,2,2,1,0,-1.39,0.358,12,76.9,0.65,synthesized_from_distributions
Portugal_19,Player_19,Portugal,RW,25,False,16,1024,2,0,1,0,1.4,0.597,5,83.3,0.65,synthesized_from_distributions
Portugal_20,Player_20,Portugal,FW,30,False,8,561,2,0,0,0,-0.16,0.176,4,83.8,0.65,synthesized_from_distributions
Portugal_21,Player_21,Portugal,ST,24,False,5,395,1,0,3,1,0.24,0.476,3,71.6,0.65,synthesized_from_distributions
Portugal_22,Player_22,Portugal,LW,19,False,19,1397,0,0,1,0,0.55,0.22,13,84.9,0.65,synthesized_from_distributions
Belgium_0,Player_0,Belgium,GK,26,True,26,2032,0,0,1,1,0.28,0.422,5,79.0,0.75,synthesized_from_distributions
Belgium_1,Player_1,Belgium,CB,25,True,30,2072,1,0,3,0,1.2,0.335,2,83.2,0.75,synthesized_from_distributions
Belgium_2,Player_2,Belgium,LB,36,True,18,1196,2,0,2,0,0.82,0.569,1,80.1,0.75,synthesized_from_distributions
Belgium_3,Player_3,Belgium,RB,23,True,33,2800,1,0,2,1,-1.55,0.195,6,74.8,0.75,synthesized_from_distributions
Belgium_4,Player_4,Belgium,CB,20,True,15,1074,0,0,1,0,-0.14,0.208,4,82.5,0.75,synthesized_from_distributions
Belgium_5,Player_5,Belgium,CM,26,True,16,1414,0,0,2,0,-2.07,0.48,6,72.1,0.75,synthesized_from_distributions
Belgium_6,Player_6,Belgium,LM,28,True,15,968,0,0,3,0,-0.53,0.593,3,73.4,0.75,synthesized_from_distributions
Belgium_7,Player_7,Belgium,RM,23,True,28,2448,0,0,0,0,0.69,0.126,5,89.5,0.75,synthesized_from_distributions
Belgium_8,Player_8,Belgium,AM,20,True,27,1636,1,0,0,0,-0.51,0.392,10,83.1,0.75,synthesized_from_distributions
Belgium_9,Player_9,Belgium,ST,22,True,31,2379,1,0,0,0,-1.29,0.265,14,82.6,0.75,synthesized_from_distributions
Belgium_10,Player_10,Belgium,LW,24,True,22,1526,1,0,0,0,-0.6,0.229,10,83.8,0.75,synthesized_from_distributions
Belgium_11,Player_11,Belgium,RW,27,False,15,1248,1,0,0,0,-0.47,0.028,8,85.3,0.65,synthesized_from_distributions
Belgium_12,Player_12,Belgium,FW,24,False,6,411,1,1,1,0,-0.26,0.186,6,81.1,0.65,synthesized_from_distributions
Belgium_13,Player_13,Belgium,ST,20,False,5,345,1,0,0,0,0.99,0.086,13,87.8,0.65,synthesized_from_distributions
Belgium_14,Player_14,Belgium,LW,23,False,13,892,0,0,1,0,-1.39,0.163,8,78.9,0.65,synthesized_from_distributions
Belgium_15,Player_15,Belgium,RW,23,False,18,1527,1,1,1,0,-1.1,0.73,12,74.8,0.65,synthesized_from_distributions
Belgium_16,Player_16,Belgium,FW,28,False,10,656,0,0,1,0,-0.45,0.544,3,77.5,0.65,synthesized_from_distributions
Belgium_17,Player_17,Belgium,ST,29,False,14,1129,1,0,0,0,0.31,0.388,11,83.9,0.65,synthesized_from_distributions
Belgium_18,Player_18,Belgium,LW,34,False,9,805,0,0,0,0,0.26,0.235,11,84.6,0.65,synthesized_from_distributions
Belgium_19,Player_19,Belgium,RW,32,False,19,1199,0,0,1,0,-1.9,0.524,8,74.6,0.65,synthesized_from_distributions
Belgium_20,Player_20,Belgium,FW,32,False,17,1369,0,1,3,0,-0.15,0.143,5,79.4,0.65,synthesized_from_distributions
Belgium_21,Player_21,Belgium,ST,34,False,11,983,0,0,0,0,0.38,0.071,4,86.9,0.65,synthesized_from_distributions
Belgium_22,Player_22,Belgium,LW,30,False,10,837,1,0,3,0,-0.63,0.342,1,75.0,0.65,synthesized_from_distributions
Switzerland_0,Player_0,Switzerland,GK,22,True,35,2191,0,0,2,0,1.15,0.123,5,87.8,0.75,synthesized_from_distributions
Switzerland_1,Player_1,Switzerland,CB,25,True,30,2225,0,0,1,0,-0.36,0.337,5,82.5,0.75,synthesized_from_distributions
Switzerland_2,Player_2,Switzerland,LB,29,True,23,1854,1,0,1,0,0.03,0.391,10,82.2,0.75,synthesized_from_distributions
Switzerland_3,Player_3,Switzerland,RB,30,True,36,2541,0,0,0,0,-0.89,0.133,10,85.7,0.75,synthesized_from_distributions
Switzerland_4,Player_4,Switzerland,CB,26,True,16,1270,0,0,2,0,2.26,0.208,2,87.8,0.75,synthesized_from_distributions
Switzerland_5,Player_5,Switzerland,CM,31,True,25,1647,0,0,2,0,0.2,0.295,10,81.9,0.75,synthesized_from_distributions
Switzerland_6,Player_6,Switzerland,LM,28,True,35,2542,0,0,1,0,-0.26,0.205,1,84.8,0.75,synthesized_from_distributions
Switzerland_7,Player_7,Switzerland,RM,34,True,29,2236,0,0,1,0,-0.19,0.447,14,81.8,0.75,synthesized_from_distributions
Switzerland_8,Player_8,Switzerland,AM,26,True,29,1757,0,1,0,0,-1.45,0.164,3,82.8,0.75,synthesized_from_distributions
Switzerland_9,Player_9,Switzerland,ST,27,True,22,1442,2,0,0,0,0.2,0.319,8,85.3,0.75,synthesized_from_distributions
Switzerland_10,Player_10,Switzerland,LW,29,True,17,1479,0,0,0,0,-0.37,0.131,3,84.8,0.75,synthesized_from_distributions
Switzerland_11,Player_11,Switzerland,RW,20,False,10,832,0,1,2,0,1.21,0.053,12,85.4,0.65,synthesized_from_distributions
Switzerland_12,Player_12,Switzerland,FW,23,False,16,1352,1,0,1,0,0.49,0.208,10,84.5,0.65,synthesized_from_distributions
Switzerland_13,Player_13,Switzerland,ST,31,False,12,1019,0,0,2,0,-1.01,0.148,2,78.1,0.65,synthesized_from_distributions
Switzerland_14,Player_14,Switzerland,LW,21,False,8,698,0,0,3,0,0.68,0.173,9,80.4,0.65,synthesized_from_distributions
Switzerland_15,Player_15,Switzerland,RW,30,False,8,596,0,0,1,0,-1.78,0.385,12,74.9,0.65,synthesized_from_distributions
Switzerland_16,Player_16,Switzerland,FW,27,False,7,506,2,0,0,0,0.38,0.207,0,85.0,0.65,synthesized_from_distributions
Switzerland_17,Player_17,Switzerland,ST,26,False,15,1035,1,0,2,0,-1.14,0.271,5,76.8,0.65,synthesized_from_distributions
Switzerland_18,Player_18,Switzerland,LW,30,False,19,1155,1,0,0,0,0.29,0.28,8,85.6,0.65,synthesized_from_distributions
Switzerland_19,Player_19,Switzerland,RW,24,False,11,887,0,0,1,0,0.69,0.268,13,83.9,0.65,synthesized_from_distributions
Switzerland_20,Player_20,Switzerland,FW,26,False,7,513,1,0,4,1,0.76,0.076,0,75.4,0.65,synthesized_from_distributions
Switzerland_21,Player_21,Switzerland,ST,35,False,13,798,0,0,1,0,0.49,0.145,10,84.7,0.65,synthesized_from_distributions
Switzerland_22,Player_22,Switzerland,LW,28,False,12,812,1,0,0,0,1.35,0.437,0,86.2,0.65,synthesized_from_distributions
Austria_0,Player_0,Austria,GK,21,True,31,2378,0,0,0,0,-0.84,0.547,11,81.1,0.75,synthesized_from_distributions
Austria_1,Player_1,Austria,CB,26,True,15,1338,3,0,2,0,0.77,0.228,12,83.0,0.75,synthesized_from_distributions
Austria_2,Player_2,Austria,LB,35,True,23,1808,1,1,4,1,-0.35,0.264,7,72.3,0.75,synthesized_from_distributions
Austria_3,Player_3,Austria,RB,21,True,37,2427,0,0,1,0,-0.06,0.49,8,82.8,0.75,synthesized_from_distributions
Austria_4,Player_4,Austria,CB,19,True,34,2392,1,0,1,0,-0.18,0.472,7,82.2,0.75,synthesized_from_distributions
Austria_5,Player_5,Austria,CM,30,True,32,2155,0,0,1,0,-1.47,0.302,7,79.8,0.75,synthesized_from_distributions
Austria_6,Player_6,Austria,LM,33,True,29,1843,0,0,0,0,1.62,0.118,11,92.5,0.75,synthesized_from_distributions
Austria_7,Player_7,Austria,RM,24,True,17,1225,0,0,2,0,-1.6,0.509,11,73.3,0.75,synthesized_from_distributions
Austria_8,Player_8,Austria,AM,23,True,24,1866,0,0,2,0,-0.95,0.049,9,80.8,0.75,synthesized_from_distributions
Austria_9,Player_9,Austria,ST,30,True,26,2301,0,0,1,0,-1.48,0.183,3,80.2,0.75,synthesized_from_distributions
Austria_10,Player_10,Austria,LW,25,True,35,2422,1,0,0,0,0.53,0.165,10,89.6,0.75,synthesized_from_distributions
Austria_11,Player_11,Austria,RW,23,False,19,1667,1,0,1,0,-0.98,0.338,11,79.2,0.65,synthesized_from_distributions
Austria_12,Player_12,Austria,FW,22,False,12,987,1,1,1,0,-0.85,0.233,12,79.7,0.65,synthesized_from_distributions
Austria_13,Player_13,Austria,ST,24,False,9,690,0,0,1,0,0.33,0.332,0,81.9,0.65,synthesized_from_distributions
Austria_14,Player_14,Austria,LW,35,False,11,885,0,0,1,0,-0.31,0.116,13,82.4,0.65,synthesized_from_distributions
Austria_15,Player_15,Austria,RW,19,False,18,1404,1,0,4,0,-1.19,0.347,9,72.3,0.65,synthesized_from_distributions
Austria_16,Player_16,Austria,FW,22,False,18,1483,1,0,2,0,-0.43,0.501,10,77.1,0.65,synthesized_from_distributions
Austria_17,Player_17,Austria,ST,36,False,17,1216,0,0,1,0,-0.47,0.31,2,80.7,0.65,synthesized_from_distributions
Austria_18,Player_18,Austria,LW,28,False,6,472,1,0,2,0,-0.65,0.304,4,76.8,0.65,synthesized_from_distributions
Austria_19,Player_19,Austria,RW,32,False,11,866,1,0,1,0,-1.03,0.185,6,79.5,0.65,synthesized_from_distributions
Austria_20,Player_20,Austria,FW,27,False,9,652,0,0,1,0,0.47,0.197,2,83.6,0.65,synthesized_from_distributions
Austria_21,Player_21,Austria,ST,30,False,8,506,0,0,1,0,0.73,0.145,14,84.8,0.65,synthesized_from_distributions
Austria_22,Player_22,Austria,LW,20,False,5,327,3,1,1,0,-1.09,0.23,1,78.1,0.65,synthesized_from_distributions
Denmark_0,Player_0,Denmark,GK,28,True,15,1061,0,0,4,0,-0.57,0.426,14,73.0,0.75,synthesized_from_distributions
Denmark_1,Player_1,Denmark,CB,31,True,15,1097,0,0,1,0,-0.36,0.038,13,83.5,0.75,synthesized_from_distributions
Denmark_2,Player_2,Denmark,LB,27,True,15,957,0,1,1,0,0.69,0.146,1,85.6,0.75,synthesized_from_distributions
Denmark_3,Player_3,Denmark,RB,21,True,16,1100,1,0,2,0,-0.93,0.099,8,79.3,0.75,synthesized_from_distributions
Denmark_4,Player_4,Denmark,CB,30,True,16,1030,0,1,2,1,-0.11,0.394,3,74.8,0.75,synthesized_from_distributions
Denmark_5,Player_5,Denmark,CM,26,True,23,1686,0,0,0,0,-0.25,0.092,5,86.4,0.75,synthesized_from_distributions
Denmark_6,Player_6,Denmark,LM,27,True,15,1306,0,1,0,0,-0.92,0.245,7,81.8,0.75,synthesized_from_distributions
Denmark_7,Player_7,Denmark,RM,34,True,30,2492,0,0,1,0,-0.17,0.238,6,84.1,0.75,synthesized_from_distributions
Denmark_8,Player_8,Denmark,AM,32,True,16,1180,0,0,4,0,0.83,0.234,8,79.2,0.75,synthesized_from_distributions
Denmark_9,Player_9,Denmark,ST,32,True,35,3017,0,1,1,0,2.38,0.42,14,90.5,0.75,synthesized_from_distributions
Denmark_10,Player_10,Denmark,LW,31,True,26,2117,0,0,0,0,-0.24,0.241,6,85.3,0.75,synthesized_from_distributions
Denmark_11,Player_11,Denmark,RW,33,False,19,1488,1,1,3,0,-1.92,0.35,8,72.3,0.65,synthesized_from_distributions
Denmark_12,Player_12,Denmark,FW,20,False,9,634,1,0,1,0,-0.68,0.274,8,79.4,0.65,synthesized_from_distributions
Denmark_13,Player_13,Denmark,ST,20,False,10,786,0,1,0,0,1.46,0.114,8,89.6,0.65,synthesized_from_distributions
Denmark_14,Player_14,Denmark,LW,25,False,15,1059,0,0,1,0,0.09,0.192,7,83.3,0.65,synthesized_from_distributions
Denmark_15,Player_15,Denmark,RW,24,False,6,464,2,0,0,0,0.71,0.216,4,85.8,0.65,synthesized_from_distributions
Denmark_16,Player_16,Denmark,FW,20,False,16,1347,0,0,2,0,1.05,0.241,10,83.8,0.65,synthesized_from_distributions
Denmark_17,Player_17,Denmark,ST,33,False,19,1451,1,0,1,0,1.38,0.593,10,83.7,0.65,synthesized_from_distributions
Denmark_18,Player_18,Denmark,LW,24,False,17,1121,0,0,2,0,-0.51,0.159,10,80.1,0.65,synthesized_from_distributions
Denmark_19,Player_19,Denmark,RW,26,False,10,867,1,0,1,0,0.23,0.496,0,80.1,0.65,synthesized_from_distributions
Denmark_20,Player_20,Denmark,FW,35,False,16,1340,0,0,1,0,0.14,0.668,10,78.9,0.65,synthesized_from_distributions
Denmark_21,Player_21,Denmark,ST,33,False,11,698,0,0,2,0,-0.39,0.325,0,78.0,0.65,synthesized_from_distributions
Denmark_22,Player_22,Denmark,LW,35,False,14,938,1,0,2,0,0.68,0.633,8,78.6,0.65,synthesized_from_distributions
Sweden_0,Player_0,Sweden,GK,19,True,30,2425,0,0,2,0,-1.39,0.285,2,77.9,0.75,synthesized_from_distributions
Sweden_1,Player_1,Sweden,CB,32,True,25,1901,3,0,2,0,-0.22,0.332,5,80.3,0.75,synthesized_from_distributions
Sweden_2,Player_2,Sweden,LB,19,True,34,2549,1,0,0,0,-0.93,0.553,12,81.2,0.75,synthesized_from_distributions
Sweden_3,Player_3,Sweden,RB,31,True,34,2516,0,0,1,0,0.82,0.637,4,83.6,0.75,synthesized_from_distributions
Sweden_4,Player_4,Sweden,CB,19,True,31,2260,0,0,1,0,-0.35,0.114,7,84.9,0.75,synthesized_from_distributions
Sweden_5,Player_5,Sweden,CM,25,True,31,2460,1,0,1,0,0.87,0.111,2,88.6,0.75,synthesized_from_distributions
Sweden_6,Player_6,Sweden,LM,34,True,34,2815,0,0,1,0,0.77,0.253,8,87.2,0.75,synthesized_from_distributions
Sweden_7,Player_7,Sweden,RM,20,True,37,2935,1,0,0,1,-0.99,0.298,3,79.9,0.75,synthesized_from_distributions
Sweden_8,Player_8,Sweden,AM,29,True,32,2360,0,0,1,0,-0.38,0.659,7,79.5,0.75,synthesized_from_distributions
Sweden_9,Player_9,Sweden,ST,33,True,25,2142,0,1,0,0,0.12,0.349,2,85.2,0.75,synthesized_from_distributions
Sweden_10,Player_10,Sweden,LW,28,True,22,1462,1,0,3,1,-0.93,0.205,3,73.0,0.75,synthesized_from_distributions
Sweden_11,Player_11,Sweden,RW,24,False,15,975,0,0,1,0,0.39,0.201,0,84.1,0.65,synthesized_from_distributions
Sweden_12,Player_12,Sweden,FW,22,False,5,391,0,0,2,0,-1.25,0.245,3,75.5,0.65,synthesized_from_distributions
Sweden_13,Player_13,Sweden,ST,25,False,17,1310,1,0,1,1,0.97,0.435,10,79.8,0.65,synthesized_from_distributions
Sweden_14,Player_14,Sweden,LW,26,False,11,919,1,0,1,1,1.34,0.375,1,80.7,0.65,synthesized_from_distributions
Sweden_15,Player_15,Sweden,RW,31,False,15,1089,2,0,1,0,-0.57,0.128,4,82.0,0.65,synthesized_from_distributions
Sweden_16,Player_16,Sweden,FW,27,False,5,418,0,0,0,0,-0.14,0.394,1,81.3,0.65,synthesized_from_distributions
Sweden_17,Player_17,Sweden,ST,25,False,15,989,1,0,0,0,1.36,0.453,5,86.5,0.65,synthesized_from_distributions
Sweden_18,Player_18,Sweden,LW,19,False,6,399,1,0,1,0,-0.52,0.22,14,80.0,0.65,synthesized_from_distributions
Sweden_19,Player_19,Sweden,RW,32,False,14,1221,1,0,0,0,1.53,0.292,14,88.5,0.65,synthesized_from_distributions
Sweden_20,Player_20,Sweden,FW,33,False,15,983,0,0,1,0,1.58,0.324,8,86.5,0.65,synthesized_from_distributions
Sweden_21,Player_21,Sweden,ST,28,False,17,1032,1,0,1,0,-0.21,0.579,3,78.8,0.65,synthesized_from_distributions
Sweden_22,Player_22,Sweden,LW,23,False,9,540,0,0,1,0,1.49,0.168,12,87.0,0.65,synthesized_from_distributions
Poland_0,Player_0,Poland,GK,20,True,19,1655,0,0,2,0,-1.63,0.194,12,76.7,0.75,synthesized_from_distributions
Poland_1,Player_1,Poland,CB,20,True,16,1037,0,0,2,0,-1.1,0.127,9,78.5,0.75,synthesized_from_distributions
Poland_2,Player_2,Poland,LB,31,True,37,2725,1,1,0,0,0.66,0.442,7,87.4,0.75,synthesized_from_distributions
Poland_3,Player_3,Poland,RB,25,True,31,2647,2,0,0,0,0.29,0.138,7,88.6,0.75,synthesized_from_distributions
Poland_4,Player_4,Poland,CB,29,True,18,1302,1,0,0,0,0.04,0.17,14,85.8,0.75,synthesized_from_distributions
Poland_5,Player_5,Poland,CM,19,True,23,1539,0,0,1,0,-1.52,0.562,13,75.9,0.75,synthesized_from_distributions
Poland_6,Player_6,Poland,LM,27,True,33,2917,0,0,0,0,1.39,0.285,10,90.7,0.75,synthesized_from_distributions
Poland_7,Player_7,Poland,RM,29,True,23,1583,0,0,0,0,-0.89,0.164,13,83.7,0.75,synthesized_from_distributions
Poland_8,Player_8,Poland,AM,35,True,15,1071,0,0,0,0,-1.09,0.252,12,81.2,0.75,synthesized_from_distributions
Poland_9,Player_9,Poland,ST,21,True,17,1406,2,0,2,0,-0.68,0.071,11,80.5,0.75,synthesized_from_distributions
Poland_10,Player_10,Poland,LW,26,True,15,1011,1,0,3,0,0.11,0.113,5,80.2,0.75,synthesized_from_distributions
Poland_11,Player_11,Poland,RW,32,False,13,1024,0,1,2,0,0.79,0.125,9,83.8,0.65,synthesized_from_distributions
Poland_12,Player_12,Poland,FW,35,False,16,1092,2,1,0,0,1.53,0.463,2,87.1,0.65,synthesized_from_distributions
Poland_13,Player_13,Poland,ST,36,False,7,628,3,0,0,1,0.84,0.03,14,84.1,0.65,synthesized_from_distributions
Poland_14,Player_14,Poland,LW,25,False,9,804,1,0,0,0,-0.73,0.388,14,80.1,0.65,synthesized_from_distributions
Poland_15,Player_15,Poland,RW,31,False,8,651,0,0,2,0,-0.93,0.04,14,78.9,0.65,synthesized_from_distributions
Poland_16,Player_16,Poland,FW,19,False,12,924,0,0,1,0,1.91,0.181,12,88.5,0.65,synthesized_from_distributions
Poland_17,Player_17,Poland,ST,27,False,8,681,1,0,1,0,-0.61,0.054,9,81.7,0.65,synthesized_from_distributions
Poland_18,Player_18,Poland,LW,27,False,6,393,2,0,1,0,-0.96,0.541,13,75.5,0.65,synthesized_from_distributions
Poland_19,Player_19,Poland,RW,19,False,8,593,2,0,3,0,0.48,0.076,11,80.7,0.65,synthesized_from_distributions
Poland_20,Player_20,Poland,FW,21,False,12,953,1,1,0,0,0.29,0.312,11,84.3,0.65,synthesized_from_distributions
Poland_21,Player_21,Poland,ST,35,False,10,681,3,0,2,0,-1.14,0.294,7,76.0,0.65,synthesized_from_distributions
Poland_22,Player_22,Poland,LW,27,False,18,1090,1,0,3,0,1.08,0.473,1,79.9,0.65,synthesized_from_distributions
Czech_Republic_0,Player_0,Czech Republic,GK,21,True,22,1929,0,0,1,0,-0.58,0.442,9,79.7,0.75,synthesized_from_distributions
Czech_Republic_1,Player_1,Czech Republic,CB,27,True,27,2144,2,0,0,0,-0.68,0.409,9,82.4,0.75,synthesized_from_distributions
Czech_Republic_2,Player_2,Czech Republic,LB,31,True,17,1471,2,1,0,0,-1.1,0.176,13,82.2,0.75,synthesized_from_distributions
Czech_Republic_3,Player_3,Czech Republic,RB,29,True,28,1733,0,0,2,0,0.47,0.216,7,83.9,0.75,synthesized_from_distributions
Czech_Republic_4,Player_4,Czech Republic,CB,35,True,30,2620,0,0,1,1,1.06,0.075,14,85.4,0.75,synthesized_from_distributions
Czech_Republic_5,Player_5,Czech Republic,CM,23,True,15,964,0,0,2,0,1.67,0.464,7,83.3,0.75,synthesized_from_distributions
Czech_Republic_6,Player_6,Czech Republic,LM,35,True,20,1406,0,0,1,0,-1.85,0.131,13,78.8,0.75,synthesized_from_distributions
Czech_Republic_7,Player_7,Czech Republic,RM,29,True,35,2131,0,1,0,0,0.79,0.047,5,91.5,0.75,synthesized_from_distributions
Czech_Republic_8,Player_8,Czech Republic,AM,20,True,30,2468,1,0,4,0,-0.59,0.177,9,77.4,0.75,synthesized_from_distributions
Czech_Republic_9,Player_9,Czech Republic,ST,25,True,34,2567,1,0,1,0,0.09,0.537,7,82.4,0.75,synthesized_from_distributions
Czech_Republic_10,Player_10,Czech Republic,LW,31,True,25,2007,2,1,2,0,-0.39,0.172,11,81.4,0.75,synthesized_from_distributions
Czech_Republic_11,Player_11,Czech Republic,RW,34,False,11,830,0,0,2,0,0.54,0.375,10,80.3,0.65,synthesized_from_distributions
Czech_Republic_12,Player_12,Czech Republic,FW,31,False,9,716,0,0,0,0,0.63,0.308,2,85.0,0.65,synthesized_from_distributions
Czech_Republic_13,Player_13,Czech Republic,ST,19,False,17,1322,0,0,1,0,0.61,0.169,3,85.4,0.65,synthesized_from_distributions
Czech_Republic_14,Player_14,Czech Republic,LW,20,False,17,1136,1,0,1,0,-1.5,0.203,1,78.7,0.65,synthesized_from_distributions
Czech_Republic_15,Player_15,Czech Republic,RW,36,False,14,1158,2,0,1,0,0.67,0.125,0,85.6,0.65,synthesized_from_distributions
Czech_Republic_16,Player_16,Czech Republic,FW,34,False,12,757,1,0,1,0,1.25,0.314,10,85.2,0.65,synthesized_from_distributions
Czech_Republic_17,Player_17,Czech Republic,ST,21,False,6,422,2,0,0,0,1.33,0.337,6,86.4,0.65,synthesized_from_distributions
Czech_Republic_18,Player_18,Czech Republic,LW,30,False,15,1095,1,0,0,0,2.21,0.218,8,91.4,0.65,synthesized_from_distributions
Czech_Republic_19,Player_19,Czech Republic,RW,22,False,10,716,1,0,1,1,2.36,0.258,0,84.8,0.65,synthesized_from_distributions
Czech_Republic_20,Player_20,Czech Republic,FW,34,False,16,1388,0,0,2,0,-1.12,0.241,2,77.3,0.65,synthesized_from_distributions
Czech_Republic_21,Player_21,Czech Republic,ST,21,False,18,1137,0,0,1,0,0.36,0.544,6,81.0,0.65,synthesized_from_distributions
Czech_Republic_22,Player_22,Czech Republic,LW,33,False,18,1105,0,1,0,0,0.93,0.174,11,88.4,0.65,synthesized_from_distributions
Hungary_0,Player_0,Hungary,GK,25,True,31,1873,0,0,1,0,0.66,0.44,0,84.7,0.75,synthesized_from_distributions
Hungary_1,Player_1,Hungary,CB,36,True,37,3281,1,0,1,0,1.82,0.403,12,89.3,0.75,synthesized_from_distributions
Hungary_2,Player_2,Hungary,LB,29,True,15,918,3,1,3,0,0.74,0.183,13,81.4,0.75,synthesized_from_distributions
Hungary_3,Player_3,Hungary,RB,26,True,26,1608,3,0,3,1,0.49,0.611,7,73.8,0.75,synthesized_from_distributions
Hungary_4,Player_4,Hungary,CB,21,True,18,1496,0,1,1,0,1.58,0.556,12,84.6,0.75,synthesized_from_distributions
Hungary_5,Player_5,Hungary,CM,29,True,37,2827,0,1,1,0,0.9,0.026,4,90.3,0.75,synthesized_from_distributions
Hungary_6,Player_6,Hungary,LM,29,True,22,1506,0,0,1,0,1.1,0.415,1,85.0,0.75,synthesized_from_distributions
Hungary_7,Player_7,Hungary,RM,30,True,25,1571,1,0,4,0,0.44,0.325,9,78.4,0.75,synthesized_from_distributions
