player_id,team,position,season_apps,season_goals,season_assists,season_xg,current_pes,fitness,form,fatigue,injury_impact,confidence
Valencia_P0,Valencia,GK,25,0,0,0.0,69.8,95.7,79.1,13.2,0,0.75
Valencia_P1,Valencia,LB,30,0,1,3.12,66.3,100.0,80.0,15.8,30,0.75
Valencia_P2,Valencia,RB,37,1,2,1.68,68.4,100.0,79.8,19.5,15,0.75
Valencia_P3,Valencia,CB,34,2,0,6.56,73.2,100.0,84.2,17.9,0,0.75
Valencia_P4,Valencia,LB,15,0,2,1.36,65.0,74.2,77.4,7.9,0,0.6
Valencia_P5,Valencia,RM,17,1,0,2.96,65.7,86.5,77.2,8.9,15,0.6
Valencia_P6,Valencia,CM,36,0,1,2.96,73.6,100.0,86.9,18.9,0,0.75
Valencia_P7,Valencia,LM,34,1,1,1.68,71.8,100.0,81.2,17.9,0,0.75
Valencia_P8,Valencia,RM,19,1,0,2.24,67.3,92.4,78.1,10.0,15,0.6
Valencia_P9,Valencia,LW,21,0,0,2.16,71.3,96.3,80.7,11.1,0,0.75
Valencia_P10,Valencia,RW,23,0,0,1.44,69.3,94.0,77.3,12.1,0,0.75
Valencia_P11,Valencia,CF,18,0,0,7.92,66.5,78.0,80.1,9.5,0,0.6
Valencia_P12,Valencia,ST,21,1,1,4.88,70.5,91.8,80.0,11.1,0,0.75
Valencia_P13,Valencia,LW,23,0,1,2.48,61.1,85.7,76.6,12.1,30,0.75
Valencia_P14,Valencia,RW,30,0,1,0.8,70.8,100.0,77.1,15.8,0,0.75
Valencia_P15,Valencia,CF,21,2,0,6.48,62.1,82.8,80.4,11.1,30,0.75
Valencia_P16,Valencia,ST,32,1,0,4.0,70.1,99.0,76.0,16.8,0,0.75
Valencia_P17,Valencia,LW,16,1,0,2.24,68.4,81.7,82.0,8.4,0,0.6
Valencia_P18,Valencia,RW,21,1,1,3.12,70.6,87.2,83.2,11.1,0,0.75
Valencia_P19,Valencia,CF,15,3,0,5.92,66.3,75.3,79.1,7.9,0,0.6
Valencia_P20,Valencia,ST,33,2,0,4.56,71.9,100.0,80.2,17.4,0,0.75
Valencia_P21,Valencia,LW,34,0,0,3.2,70.5,100.0,77.5,17.9,0,0.75
Valencia_P22,Valencia,RW,37,1,2,1.52,71.7,100.0,79.8,19.5,0,0.75
Valencia_P23,Valencia,CF,35,1,0,3.36,71.0,100.0,79.9,18.4,0,0.75
Valencia_P24,Valencia,ST,24,0,0,4.16,67.0,89.0,74.0,12.6,0,0.75
Valencia_P25,Valencia,LW,32,0,0,3.44,70.2,100.0,76.9,16.8,0,0.75
Valencia_P26,Valencia,RW,19,0,0,3.44,67.0,82.7,78.8,10.0,0,0.6
Valencia_P27,Valencia,CF,32,0,2,4.8,70.2,98.1,76.1,16.8,0,0.75
Valencia_P28,Valencia,ST,33,3,0,4.32,72.5,100.0,81.4,17.4,0,0.75
Valencia_P29,Valencia,LW,25,0,0,3.68,70.4,97.3,77.7,13.2,0,0.75
Juventus_P0,Juventus,GK,23,0,0,0.0,72.2,99.8,82.4,12.1,0,0.75
Juventus_P1,Juventus,LB,27,0,0,1.12,66.7,97.8,75.3,14.2,15,0.75
Juventus_P2,Juventus,RB,25,0,0,3.84,69.6,100.0,80.7,13.2,15,0.75
Juventus_P3,Juventus,CB,35,5,0,5.52,72.1,100.0,78.0,18.4,0,0.75
Juventus_P4,Juventus,LB,35,0,0,2.56,70.2,100.0,76.5,18.4,0,0.75
Juventus_P5,Juventus,RM,30,1,1,1.68,66.6,100.0,81.2,15.8,30,0.75
Juventus_P6,Juventus,CM,15,0,0,3.52,67.9,78.7,82.8,7.9,0,0.6
Juventus_P7,Juventus,LM,18,2,0,2.48,69.6,90.2,77.2,9.5,0,0.6
Juventus_P8,Juventus,RM,15,0,0,3.2,66.2,74.5,81.0,7.9,0,0.6
Juventus_P9,Juventus,LW,37,0,1,3.68,70.8,100.0,77.9,19.5,0,0.75
Juventus_P10,Juventus,RW,20,0,0,1.28,67.8,81.5,83.7,10.5,0,0.6
Juventus_P11,Juventus,CF,22,2,0,5.6,68.8,84.4,80.9,11.6,0,0.75
Juventus_P12,Juventus,ST,20,1,0,2.8,69.5,86.3,82.9,10.5,0,0.6
Juventus_P13,Juventus,LW,20,0,0,1.52,67.6,84.5,79.9,10.5,0,0.6
Juventus_P14,Juventus,RW,16,1,1,2.24,61.1,80.6,78.2,8.4,30,0.6
Juventus_P15,Juventus,CF,36,2,0,6.48,68.4,100.0,79.3,18.9,15,0.75
Juventus_P16,Juventus,ST,21,3,1,7.84,70.1,90.4,77.1,11.1,0,0.75
Juventus_P17,Juventus,LW,21,1,0,2.96,67.4,89.1,81.9,11.1,15,0.75
Juventus_P18,Juventus,RW,16,0,2,0.8,65.9,82.5,72.2,8.4,0,0.6
Juventus_P19,Juventus,CF,30,0,0,6.0,71.0,100.0,77.7,15.8,0,0.75
Juventus_P20,Juventus,ST,19,2,0,7.28,70.9,89.8,81.7,10.0,0,0.6
Juventus_P21,Juventus,LW,21,0,2,3.28,68.4,88.3,75.7,11.1,0,0.75
Juventus_P22,Juventus,RW,34,0,0,2.08,72.8,100.0,84.7,17.9,0,0.75
Juventus_P23,Juventus,CF,35,1,1,7.44,72.7,100.0,83.0,18.4,0,0.75
Juventus_P24,Juventus,ST,26,1,0,7.6,69.9,100.0,81.9,13.7,15,0.75
Juventus_P25,Juventus,LW,28,0,0,2.24,66.7,100.0,83.5,14.7,30,0.75
Juventus_P26,Juventus,RW,24,0,0,2.08,65.2,100.0,77.7,12.6,30,0.75
Juventus_P27,Juventus,CF,28,2,0,5.68,71.6,95.2,82.0,14.7,0,0.75
Juventus_P28,Juventus,ST,23,0,0,4.64,70.5,93.7,80.7,12.1,0,0.75
Juventus_P29,Juventus,LW,31,1,0,1.04,69.0,100.0,70.4,16.3,0,0.75
Inter_Milan_P0,Inter Milan,GK,36,0,0,0.0,70.7,100.0,81.7,18.9,0,0.75
Inter_Milan_P1,Inter Milan,LB,22,0,1,2.16,68.2,96.5,79.4,11.6,15,0.75
Inter_Milan_P2,Inter Milan,RB,32,0,0,2.0,71.1,100.0,78.1,16.8,0,0.75
Inter_Milan_P3,Inter Milan,CB,33,1,0,4.56,71.6,100.0,80.7,17.4,0,0.75
Inter_Milan_P4,Inter Milan,LB,17,1,0,1.52,66.5,79.7,77.3,8.9,0,0.6
Inter_Milan_P5,Inter Milan,RM,19,1,0,2.8,69.2,87.5,79.5,10.0,0,0.6
Inter_Milan_P6,Inter Milan,CM,23,0,0,3.36,68.5,93.6,74.5,12.1,0,0.75
Inter_Milan_P7,Inter Milan,LM,17,1,0,2.4,69.4,87.2,80.9,8.9,0,0.6
Inter_Milan_P8,Inter Milan,RM,25,0,1,1.76,70.9,95.1,80.4,13.2,0,0.75
Inter_Milan_P9,Inter Milan,LW,20,1,0,1.44,65.3,82.9,72.0,10.5,0,0.6
Inter_Milan_P10,Inter Milan,RW,34,2,0,3.36,72.0,100.0,80.2,17.9,0,0.75
Inter_Milan_P11,Inter Milan,CF,36,2,0,2.64,71.4,100.0,80.0,18.9,0,0.75
Inter_Milan_P12,Inter Milan,ST,20,0,0,5.44,69.8,92.2,78.3,10.5,0,0.6
Inter_Milan_P13,Inter Milan,LW,29,0,2,3.68,73.0,100.0,82.6,15.3,0,0.75
Inter_Milan_P14,Inter Milan,RW,28,0,0,1.28,69.9,100.0,73.2,14.7,0,0.75
Inter_Milan_P15,Inter Milan,CF,34,1,0,2.4,70.5,100.0,77.7,17.9,0,0.75
Inter_Milan_P16,Inter Milan,ST,34,2,0,2.72,67.6,100.0,77.5,17.9,15,0.75
Inter_Milan_P17,Inter Milan,LW,24,1,1,2.4,72.2,99.4,78.1,12.6,0,0.75
Inter_Milan_P18,Inter Milan,RW,36,2,1,2.4,65.2,100.0,78.7,18.9,30,0.75
Inter_Milan_P19,Inter Milan,CF,22,2,0,7.6,67.3,95.0,75.0,11.6,15,0.75
Inter_Milan_P20,Inter Milan,ST,30,2,0,6.8,71.4,100.0,76.6,15.8,0,0.75
Inter_Milan_P21,Inter Milan,LW,28,0,0,2.16,68.5,100.0,79.5,14.7,15,0.75
Inter_Milan_P22,Inter Milan,RW,18,0,0,2.64,62.6,87.1,79.0,9.5,30,0.6
Inter_Milan_P23,Inter Milan,CF,32,1,0,3.76,71.8,100.0,80.8,16.8,0,0.75
Inter_Milan_P24,Inter Milan,ST,37,0,0,3.44,71.0,100.0,80.9,19.5,0,0.75
Inter_Milan_P25,Inter Milan,LW,22,1,0,2.64,71.2,97.0,78.0,11.6,0,0.75
Inter_Milan_P26,Inter Milan,RW,24,1,1,1.2,70.9,98.4,75.2,12.6,0,0.75
Inter_Milan_P27,Inter Milan,CF,29,0,0,7.52,67.1,100.0,74.3,15.3,15,0.75
Inter_Milan_P28,Inter Milan,ST,30,2,0,5.2,71.6,97.7,80.1,15.8,0,0.75
Inter_Milan_P29,Inter Milan,LW,15,0,0,1.6,66.4,77.0,80.6,7.9,0,0.6
AC_Milan_P0,AC Milan,GK,27,0,0,0.0,69.8,100.0,75.6,14.2,0,0.75
AC_Milan_P1,AC Milan,LB,30,0,1,1.28,69.8,100.0,82.5,15.8,15,0.75
AC_Milan_P2,AC Milan,RB,23,0,1,2.16,72.4,100.0,80.0,12.1,0,0.75
AC_Milan_P3,AC Milan,CB,22,0,0,4.48,68.0,91.0,84.6,11.6,15,0.75
AC_Milan_P4,AC Milan,LB,21,0,0,1.84,70.7,93.3,81.3,11.1,0,0.75
AC_Milan_P5,AC Milan,RM,33,1,0,1.68,69.5,100.0,82.4,17.4,15,0.75
AC_Milan_P6,AC Milan,CM,34,0,3,3.68,74.8,100.0,88.2,17.9,0,0.75
AC_Milan_P7,AC Milan,LM,24,0,1,1.28,68.9,100.0,78.8,12.6,15,0.75
AC_Milan_P8,AC Milan,RM,18,0,0,2.96,65.9,87.5,78.6,9.5,15,0.6
AC_Milan_P9,AC Milan,LW,20,1,1,2.24,72.2,92.7,84.4,10.5,0,0.6
AC_Milan_P10,AC Milan,RW,25,1,0,2.88,69.1,100.0,79.3,13.2,15,0.75
AC_Milan_P11,AC Milan,CF,17,4,0,3.12,70.0,87.7,78.9,8.9,0,0.6
AC_Milan_P12,AC Milan,ST,28,2,0,3.6,71.9,96.2,82.3,14.7,0,0.75
AC_Milan_P13,AC Milan,LW,20,1,1,2.32,69.9,86.2,81.6,10.5,0,0.6
AC_Milan_P14,AC Milan,RW,36,1,1,2.0,69.2,100.0,81.9,18.9,15,0.75
AC_Milan_P15,AC Milan,CF,28,2,1,3.68,68.9,100.0,78.3,14.7,15,0.75
AC_Milan_P16,AC Milan,ST,31,3,0,6.96,70.9,100.0,75.1,16.3,0,0.75
AC_Milan_P17,AC Milan,LW,35,2,0,1.52,72.4,100.0,83.1,18.4,0,0.75
AC_Milan_P18,AC Milan,RW,23,1,0,1.76,64.6,86.0,77.7,12.1,15,0.75
AC_Milan_P19,AC Milan,CF,28,4,0,6.08,73.7,100.0,81.9,14.7,0,0.75
AC_Milan_P20,AC Milan,ST,34,1,0,7.84,72.1,100.0,81.2,17.9,0,0.75
AC_Milan_P21,AC Milan,LW,18,1,1,3.76,66.4,78.4,77.5,9.5,0,0.6
AC_Milan_P22,AC Milan,RW,27,0,1,0.88,66.7,100.0,82.8,14.2,30,0.75
AC_Milan_P23,AC Milan,CF,16,1,0,6.96,66.6,76.0,81.3,8.4,0,0.6
AC_Milan_P24,AC Milan,ST,35,0,1,7.76,71.6,100.0,79.6,18.4,0,0.75
AC_Milan_P25,AC Milan,LW,25,0,0,2.24,71.4,93.5,84.2,13.2,0,0.75
AC_Milan_P26,AC Milan,RW,30,0,0,3.92,70.8,100.0,76.7,15.8,0,0.75
AC_Milan_P27,AC Milan,CF,28,3,0,5.84,73.1,100.0,81.4,14.7,0,0.75
AC_Milan_P28,AC Milan,ST,28,1,0,2.72,67.4,100.0,75.1,14.7,15,0.75
AC_Milan_P29,AC Milan,LW,31,0,1,0.96,66.2,100.0,81.8,16.3,30,0.75
Napoli_P0,Napoli,GK,17,0,0,0.0,65.7,86.8,81.4,8.9,15,0.6
Napoli_P1,Napoli,LB,24,0,0,3.6,71.1,100.0,85.7,12.6,15,0.75
Napoli_P2,Napoli,RB,15,0,0,2.0,67.5,81.4,79.5,7.9,0,0.6
Napoli_P3,Napoli,CB,26,2,0,4.24,72.4,100.0,79.6,13.7,0,0.75
Napoli_P4,Napoli,LB,23,0,0,1.84,68.6,99.0,79.8,12.1,15,0.75
Napoli_P5,Napoli,RM,22,0,0,0.96,69.9,91.2,81.7,11.6,0,0.75
Napoli_P6,Napoli,CM,24,1,0,1.52,65.7,87.0,81.1,12.6,15,0.75
Napoli_P7,Napoli,LM,23,1,0,1.6,69.2,87.1,81.6,12.1,0,0.75
Napoli_P8,Napoli,RM,19,0,0,2.96,68.3,80.7,83.5,10.0,0,0.6
Napoli_P9,Napoli,LW,33,1,1,1.84,73.4,100.0,86.1,17.4,0,0.75
Napoli_P10,Napoli,RW,27,0,0,1.6,64.5,100.0,74.9,14.2,30,0.75
Napoli_P11,Napoli,CF,28,3,0,7.28,73.0,100.0,80.1,14.7,0,0.75
Napoli_P12,Napoli,ST,27,1,0,6.56,70.7,96.5,78.0,14.2,0,0.75
Napoli_P13,Napoli,LW,31,0,0,1.92,70.6,100.0,78.4,16.3,0,0.75
Napoli_P14,Napoli,RW,30,0,0,1.92,71.5,100.0,80.9,15.8,0,0.75
Napoli_P15,Napoli,CF,30,1,0,2.88,69.1,100.0,81.3,15.8,15,0.75
Napoli_P16,Napoli,ST,29,2,0,5.6,69.9,95.1,77.3,15.3,0,0.75
Napoli_P17,Napoli,LW,34,2,1,2.64,69.8,100.0,73.1,17.9,0,0.75
Napoli_P18,Napoli,RW,25,0,0,2.4,65.2,88.8,77.3,13.2,15,0.75
Napoli_P19,Napoli,CF,20,2,0,7.2,68.1,94.4,77.5,10.5,15,0.6
Napoli_P20,Napoli,ST,16,2,0,4.0,66.1,75.5,80.2,8.4,0,0.6
Napoli_P21,Napoli,LW,15,2,0,3.52,67.0,77.3,79.9,7.9,0,0.6
Napoli_P22,Napoli,RW,17,1,0,0.8,67.9,83.8,79.4,8.9,0,0.6
Napoli_P23,Napoli,CF,18,1,1,6.24,67.6,80.5,79.5,9.5,0,0.6
Napoli_P24,Napoli,ST,25,3,0,6.56,70.5,91.4,79.9,13.2,0,0.75
Napoli_P25,Napoli,LW,27,0,0,3.28,71.9,100.0,79.6,14.2,0,0.75
Napoli_P26,Napoli,RW,21,1,1,3.28,64.2,92.6,77.4,11.1,30,0.75
Napoli_P27,Napoli,CF,23,1,0,4.56,69.1,90.7,78.2,12.1,0,0.75
Napoli_P28,Napoli,ST,27,1,0,2.48,70.8,100.0,76.2,14.2,0,0.75
Napoli_P29,Napoli,LW,35,0,2,3.12,71.9,100.0,80.2,18.4,0,0.75
Roma_P0,Roma,GK,31,0,0,0.0,70.6,100.0,79.5,16.3,0,0.75
Roma_P1,Roma,LB,15,0,0,1.6,61.7,75.3,76.5,7.9,15,0.6
Roma_P2,Roma,RB,31,0,1,3.44,71.8,100.0,78.8,16.3,0,0.75
Roma_P3,Roma,CB,27,1,0,7.68,67.0,93.2,78.8,14.2,15,0.75
Roma_P4,Roma,LB,23,1,1,2.24,61.9,86.6,77.7,12.1,30,0.75
Roma_P5,Roma,RM,26,1,1,2.08,70.3,100.0,72.5,13.7,0,0.75
Roma_P6,Roma,CM,16,1,1,2.8,65.8,76.2,78.0,8.4,0,0.6
Roma_P7,Roma,LM,18,1,0,2.32,70.9,89.3,82.5,9.5,0,0.6
Roma_P8,Roma,RM,33,0,0,3.2,70.3,100.0,76.3,17.4,0,0.75
Roma_P9,Roma,LW,34,0,1,3.92,71.3,100.0,78.0,17.9,0,0.75
Roma_P10,Roma,RW,22,2,1,1.44,72.3,97.4,79.4,11.6,0,0.75
Roma_P11,Roma,CF,35,1,1,3.84,72.1,100.0,82.2,18.4,0,0.75
Roma_P12,Roma,ST,21,3,0,5.68,65.7,86.5,78.0,11.1,15,0.75
Roma_P13,Roma,LW,27,1,1,3.12,73.3,100.0,81.4,14.2,0,0.75
Roma_P14,Roma,RW,22,1,1,3.36,65.9,85.8,79.6,11.6,15,0.75
Roma_P15,Roma,CF,18,0,1,7.36,59.7,77.4,76.8,9.5,30,0.6
Roma_P16,Roma,ST,37,0,1,7.36,70.8,100.0,78.7,19.5,0,0.75
Roma_P17,Roma,LW,28,1,0,1.36,70.5,94.8,80.4,14.7,0,0.75
Roma_P18,Roma,RW,33,0,0,1.84,72.0,100.0,81.7,17.4,0,0.75
Roma_P19,Roma,CF,34,1,0,6.08,72.1,100.0,81.8,17.9,0,0.75
Roma_P20,Roma,ST,33,0,0,4.16,70.5,100.0,78.3,17.4,0,0.75
Roma_P21,Roma,LW,27,1,1,1.6,69.4,92.7,76.8,14.2,0,0.75
Roma_P22,Roma,RW,37,2,0,1.52,71.4,100.0,80.7,19.5,0,0.75
Roma_P23,Roma,CF,32,1,2,7.92,73.4,100.0,83.0,16.8,0,0.75
Roma_P24,Roma,ST,20,1,0,6.72,66.3,91.3,75.9,10.5,15,0.6
Roma_P25,Roma,LW,34,0,0,1.68,71.1,100.0,81.0,17.9,0,0.75
Roma_P26,Roma,RW,24,0,0,1.04,65.3,87.3,79.6,12.6,15,0.75
Roma_P27,Roma,CF,36,0,1,5.04,66.3,100.0,83.4,18.9,30,0.75
Roma_P28,Roma,ST,32,0,0,5.36,70.9,100.0,78.5,16.8,0,0.75
Roma_P29,Roma,LW,24,0,0,1.84,68.7,98.8,80.2,12.6,15,0.75
Bayern_Munich_P0,Bayern Munich,GK,33,0,0,0.0,66.9,100.0,78.0,17.4,15,0.75
Bayern_Munich_P1,Bayern Munich,LB,21,0,0,0.96,68.3,96.1,79.5,11.1,15,0.75
Bayern_Munich_P2,Bayern Munich,RB,33,0,0,2.64,71.5,100.0,80.2,17.4,0,0.75
Bayern_Munich_P3,Bayern Munich,CB,23,1,0,5.28,66.8,84.8,76.2,12.1,0,0.75
Bayern_Munich_P4,Bayern Munich,LB,37,0,1,2.64,68.2,100.0,81.1,19.5,15,0.75
Bayern_Munich_P5,Bayern Munich,RM,23,1,0,1.2,61.2,89.2,72.5,12.1,30,0.75
Bayern_Munich_P6,Bayern Munich,CM,37,0,0,1.92,66.6,100.0,76.6,19.5,15,0.75
Bayern_Munich_P7,Bayern Munich,LM,27,1,0,1.6,67.1,92.5,81.6,14.2,15,0.75
Bayern_Munich_P8,Bayern Munich,RM,15,1,0,3.92,66.1,73.6,82.2,7.9,0,0.6
Bayern_Munich_P9,Bayern Munich,LW,15,2,0,2.72,63.6,74.5,81.8,7.9,15,0.6
Bayern_Munich_P10,Bayern Munich,RW,18,0,0,1.92,67.6,79.8,83.8,9.5,0,0.6
Bayern_Munich_P11,Bayern Munich,CF,27,2,0,4.08,72.2,95.8,83.6,14.2,0,0.75
Bayern_Munich_P12,Bayern Munich,ST,35,0,0,7.2,72.6,100.0,85.0,18.4,0,0.75
Bayern_Munich_P13,Bayern Munich,LW,18,1,1,1.2,69.3,85.2,81.1,9.5,0,0.6
Bayern_Munich_P14,Bayern Munich,RW,18,0,1,1.76,68.4,84.3,79.1,9.5,0,0.6
Bayern_Munich_P15,Bayern Munich,CF,27,0,1,3.84,71.7,100.0,78.8,14.2,0,0.75
Bayern_Munich_P16,Bayern Munich,ST,26,2,0,6.72,73.7,98.6,84.5,13.7,0,0.75
Bayern_Munich_P17,Bayern Munich,LW,30,0,0,1.68,71.0,100.0,78.3,15.8,0,0.75
Bayern_Munich_P18,Bayern Munich,RW,37,1,1,1.84,70.5,100.0,76.5,19.5,0,0.75
Bayern_Munich_P19,Bayern Munich,CF,30,3,2,4.24,73.3,100.0,80.8,15.8,0,0.75
Bayern_Munich_P20,Bayern Munich,ST,34,0,0,4.72,69.2,100.0,84.0,17.9,15,0.75
Bayern_Munich_P21,Bayern Munich,LW,17,1,0,1.52,66.0,77.7,77.5,8.9,0,0.6
Bayern_Munich_P22,Bayern Munich,RW,26,0,0,1.6,67.9,100.0,76.0,13.7,15,0.75
Bayern_Munich_P23,Bayern Munich,CF,30,0,0,7.76,69.5,96.2,76.5,15.8,0,0.75
Bayern_Munich_P24,Bayern Munich,ST,25,3,0,7.28,70.0,91.9,87.7,13.2,15,0.75
Bayern_Munich_P25,Bayern Munich,LW,34,0,1,3.52,72.4,100.0,83.3,17.9,0,0.75
Bayern_Munich_P26,Bayern Munich,RW,31,0,0,3.04,68.2,100.0,78.4,16.3,15,0.75
Bayern_Munich_P27,Bayern Munich,CF,21,4,0,5.68,70.0,85.4,82.3,11.1,0,0.75
Bayern_Munich_P28,Bayern Munich,ST,36,2,0,3.92,63.6,100.0,74.5,18.9,30,0.75
Bayern_Munich_P29,Bayern Munich,LW,26,0,0,2.4,73.2,100.0,83.2,13.7,0,0.75
Borussia_Dortmund_P0,Borussia Dortmund,GK,35,0,0,0.0,66.7,100.0,78.0,18.4,15,0.75
Borussia_Dortmund_P1,Borussia Dortmund,LB,28,0,0,1.84,70.5,100.0,75.8,14.7,0,0.75
Borussia_Dortmund_P2,Borussia Dortmund,RB,37,2,0,3.76,72.1,100.0,82.6,19.5,0,0.75
Borussia_Dortmund_P3,Borussia Dortmund,CB,17,0,1,3.76,65.3,76.9,77.3,8.9,0,0.6
Borussia_Dortmund_P4,Borussia Dortmund,LB,33,1,0,3.92,65.2,100.0,77.5,17.4,30,0.75
Borussia_Dortmund_P5,Borussia Dortmund,RM,22,1,0,2.24,63.7,93.2,76.8,11.6,30,0.75
Borussia_Dortmund_P6,Borussia Dortmund,CM,17,1,0,3.2,66.6,78.3,79.3,8.9,0,0.6
Borussia_Dortmund_P7,Borussia Dortmund,LM,22,0,0,3.04,68.7,90.0,78.5,11.6,0,0.75
Borussia_Dortmund_P8,Borussia Dortmund,RM,23,1,0,2.48,71.9,97.0,80.7,12.1,0,0.75
Borussia_Dortmund_P9,Borussia Dortmund,LW,18,1,1,3.12,71.7,90.4,84.0,9.5,0,0.6
Borussia_Dortmund_P10,Borussia Dortmund,RW,36,0,0,2.56,68.7,100.0,83.1,18.9,15,0.75
Borussia_Dortmund_P11,Borussia Dortmund,CF,17,2,0,3.12,65.1,76.8,75.2,8.9,0,0.6
Borussia_Dortmund_P12,Borussia Dortmund,ST,18,0,1,3.2,64.8,88.0,75.5,9.5,15,0.6
Borussia_Dortmund_P13,Borussia Dortmund,LW,27,0,0,1.2,63.4,92.7,79.8,14.2,30,0.75
Borussia_Dortmund_P14,Borussia Dortmund,RW,15,0,0,3.68,65.7,78.2,76.5,7.9,0,0.6
Borussia_Dortmund_P15,Borussia Dortmund,CF,30,1,2,5.44,72.8,95.6,85.1,15.8,0,0.75
Borussia_Dortmund_P16,Borussia Dortmund,ST,34,0,0,4.96,71.9,100.0,82.4,17.9,0,0.75
Borussia_Dortmund_P17,Borussia Dortmund,LW,24,0,0,2.88,69.7,95.1,76.3,12.6,0,0.75
Borussia_Dortmund_P18,Borussia Dortmund,RW,23,1,2,3.52,70.4,89.2,79.8,12.1,0,0.75
Borussia_Dortmund_P19,Borussia Dortmund,CF,16,1,2,4.72,63.7,75.0,80.8,8.4,15,0.6
Borussia_Dortmund_P20,Borussia Dortmund,ST,18,2,0,2.8,63.6,77.5,80.3,9.5,15,0.6
Borussia_Dortmund_P21,Borussia Dortmund,LW,33,2,0,3.76,69.9,100.0,84.1,17.4,15,0.75
Borussia_Dortmund_P22,Borussia Dortmund,RW,17,1,2,2.16,68.2,84.2,77.3,8.9,0,0.6
Borussia_Dortmund_P23,Borussia Dortmund,CF,23,0,1,7.12,67.8,86.6,76.7,12.1,0,0.75
Borussia_Dortmund_P24,Borussia Dortmund,ST,36,0,1,6.08,71.5,100.0,80.8,18.9,0,0.75
Borussia_Dortmund_P25,Borussia Dortmund,LW,25,0,0,3.76,72.4,99.8,80.2,13.2,0,0.75
Borussia_Dortmund_P26,Borussia Dortmund,RW,16,0,2,3.28,69.7,83.7,81.9,8.4,0,0.6
Borussia_Dortmund_P27,Borussia Dortmund,CF,34,2,0,7.04,71.0,100.0,76.7,17.9,0,0.75
Borussia_Dortmund_P28,Borussia Dortmund,ST,32,0,1,2.88,72.0,100.0,82.1,16.8,0,0.75
Borussia_Dortmund_P29,Borussia Dortmund,LW,25,0,0,3.68,69.3,100.0,79.4,13.2,15,0.75
RB_Leipzig_P0,RB Leipzig,GK,15,0,0,0.0,67.1,82.3,79.8,7.9,0,0.6
RB_Leipzig_P1,RB Leipzig,LB,19,1,0,0.96,67.8,85.2,77.4,10.0,0,0.6
RB_Leipzig_P2,RB Leipzig,RB,33,1,1,0.88,71.0,100.0,77.9,17.4,0,0.75
RB_Leipzig_P3,RB Leipzig,CB,37,3,0,4.16,68.0,100.0,77.5,19.5,15,0.75
RB_Leipzig_P4,RB Leipzig,LB,15,1,0,0.88,60.6,78.2,80.4,7.9,30,0.6
RB_Leipzig_P5,RB Leipzig,RM,23,0,1,3.44,67.4,84.6,77.7,12.1,0,0.75
RB_Leipzig_P6,RB Leipzig,CM,31,1,1,3.6,73.4,100.0,84.8,16.3,0,0.75
RB_Leipzig_P7,RB Leipzig,LM,21,1,1,1.68,68.2,82.1,81.5,11.1,0,0.75
RB_Leipzig_P8,RB Leipzig,RM,36,0,1,1.52,70.0,100.0,76.2,18.9,0,0.75
RB_Leipzig_P9,RB Leipzig,LW,29,1,0,0.8,69.6,99.9,82.4,15.3,15,0.75
RB_Leipzig_P10,RB Leipzig,RW,36,1,0,1.44,68.3,100.0,80.5,18.9,15,0.75
RB_Leipzig_P11,RB Leipzig,CF,31,2,1,7.6,70.9,100.0,74.7,16.3,0,0.75
RB_Leipzig_P12,RB Leipzig,ST,18,3,0,4.4,69.8,88.8,78.6,9.5,0,0.6
RB_Leipzig_P13,RB Leipzig,LW,20,1,0,1.2,70.0,93.8,77.9,10.5,0,0.6
RB_Leipzig_P14,RB Leipzig,RW,37,0,1,3.6,71.4,100.0,81.0,19.5,0,0.75
RB_Leipzig_P15,RB Leipzig,CF,35,1,0,5.2,68.1,100.0,79.3,18.4,15,0.75
RB_Leipzig_P16,RB Leipzig,ST,37,0,0,4.96,69.8,100.0,76.5,19.5,0,0.75
RB_Leipzig_P17,RB Leipzig,LW,15,1,1,0.96,68.4,81.3,82.4,7.9,0,0.6
RB_Leipzig_P18,RB Leipzig,RW,18,0,1,1.6,66.0,80.8,84.6,9.5,15,0.6
RB_Leipzig_P19,RB Leipzig,CF,30,3,0,3.68,73.8,100.0,85.2,15.8,0,0.75
RB_Leipzig_P20,RB Leipzig,ST,35,0,0,4.32,71.8,100.0,82.6,18.4,0,0.75
RB_Leipzig_P21,RB Leipzig,LW,17,0,0,1.28,68.2,84.7,80.1,8.9,0,0.6
RB_Leipzig_P22,RB Leipzig,RW,17,1,0,3.28,65.9,78.0,77.8,8.9,0,0.6
RB_Leipzig_P23,RB Leipzig,CF,19,2,1,4.88,68.7,88.4,75.1,10.0,0,0.6
RB_Leipzig_P24,RB Leipzig,ST,36,0,0,4.32,71.5,100.0,82.7,18.9,0,0.75
RB_Leipzig_P25,RB Leipzig,LW,17,0,2,3.12,68.6,83.2,80.0,8.9,0,0.6
RB_Leipzig_P26,RB Leipzig,RW,15,1,0,1.28,62.9,73.8,81.1,7.9,15,0.6
RB_Leipzig_P27,RB Leipzig,CF,21,0,0,2.72,68.0,86.2,79.9,11.1,0,0.75
RB_Leipzig_P28,RB Leipzig,ST,33,2,0,3.52,70.3,100.0,75.2,17.4,0,0.75
RB_Leipzig_P29,RB Leipzig,LW,20,0,1,2.24,69.3,92.5,76.3,10.5,0,0.6
